Model	Displ	Cyl	Trans	Drive	Fuel	Cert Region	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2 
MINI Cooper Hardtop	1.5	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GBMXV01.5M36	small car	9	27	37	31	7	Yes	287
MINI Cooper Hardtop	1.5	4	SemiAuto-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	GBMXV01.5M36	small car	8	27	37	31	7	Yes	287
MINI Cooper Paceman	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV01.6N16	small car	5	27	32	29	7	No	307
MINI Cooper Paceman	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV01.6N16	small car	6	27	32	29	7	Yes	307
MINI Cooper Paceman	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV01.6N16	small car	5	25	30	27	6	No	328
MINI Cooper Paceman	1.6	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV01.6N16	small car	6	25	30	27	6	No	328
MINI Cooper S Clubman	2	4	Man-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GBMXV02.0M46	midsize car	9	22	32	26	6	No	345
MINI Cooper S Clubman	2	4	Man-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	GBMXV02.0M46	midsize car	8	22	32	26	6	No	345
MINI Cooper S Clubman	2	4	SemiAuto-8	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GBMXV02.0M46	midsize car	9	24	34	27	6	No	325
MINI Cooper S Clubman	2	4	SemiAuto-8	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	GBMXV02.0M46	midsize car	8	24	34	27	6	No	325
MINI Cooper S Convertible	2	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GBMXV02.0M46	small car	9	25	34	29	7	Yes	311
MINI Cooper S Convertible	2	4	SemiAuto-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	GBMXV02.0M46	small car	8	25	34	29	7	Yes	311
MINI Cooper S Countryman	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV01.6N18	small car	5	26	32	29	7	No	309
MINI Cooper S Countryman	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV01.6N18	small car	6	26	32	29	7	Yes	309
MINI Cooper S Countryman	1.6	4	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV01.6N18	small car	5	25	31	27	6	No	324
MINI Cooper S Countryman	1.6	4	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV01.6N18	small car	6	25	31	27	6	No	324
MINI Cooper S Countryman	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV01.6N18	small car	5	25	32	28	7	No	318
MINI Cooper S Countryman	1.6	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV01.6N18	small car	6	25	32	28	7	Yes	318
MINI Cooper S Countryman	1.6	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV01.6N18	small car	5	23	30	26	6	No	340
MINI Cooper S Countryman	1.6	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV01.6N18	small car	6	23	30	26	6	No	340
MINI Cooper S Hardtop	2	4	Man-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GBMXV02.0M46	small car	9	23	33	27	6	No	328
MINI Cooper S Hardtop	2	4	Man-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	GBMXV02.0M46	small car	8	23	33	27	6	No	328
MINI Cooper S Hardtop	2	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GBMXV02.0M46	small car	9	26	33	29	7	Yes	312
MINI Cooper S Hardtop	2	4	SemiAuto-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	GBMXV02.0M46	small car	8	26	33	29	7	Yes	312
MINI Cooper S Paceman	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV01.6N18	small car	5	26	32	29	7	No	309
MINI Cooper S Paceman	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV01.6N18	small car	6	26	32	29	7	Yes	309
MINI Cooper S Paceman	1.6	4	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV01.6N18	small car	5	25	31	27	6	No	324
MINI Cooper S Paceman	1.6	4	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV01.6N18	small car	6	25	31	27	6	No	324
MINI Cooper S Paceman	1.6	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV01.6N18	small car	5	25	32	28	7	No	318
MINI Cooper S Paceman	1.6	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV01.6N18	small car	6	25	32	28	7	Yes	318
MINI Cooper S Paceman	1.6	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV01.6N18	small car	5	23	30	26	6	No	340
MINI Cooper S Paceman	1.6	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV01.6N18	small car	6	23	30	26	6	No	340
MINI Cooper Works Hardtop	2	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV02.0M48	small car	5	23	31	26	6	No	345
MINI Cooper Works Hardtop	2	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV02.0M48	small car	6	23	31	26	6	No	345
MINI Cooper Works Hardtop	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV02.0M48	small car	5	25	31	28	7	No	321
MINI Cooper Works Hardtop	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV02.0M48	small car	6	25	31	28	7	Yes	321
MINI John Cooper Works Countryman	1.6	4	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV01.6N18	small car	5	25	31	27	6	No	324
MINI John Cooper Works Countryman	1.6	4	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV01.6N18	small car	6	25	31	27	6	No	324
MINI John Cooper Works Countryman	1.6	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV01.6N18	small car	5	23	30	26	6	No	340
MINI John Cooper Works Countryman	1.6	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV01.6N18	small car	6	23	30	26	6	No	340
MINI John Cooper Works Paceman	1.6	4	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV01.6N18	small car	5	25	31	27	6	No	324
MINI John Cooper Works Paceman	1.6	4	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV01.6N18	small car	6	25	31	27	6	No	324
MINI John Cooper Works Paceman	1.6	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GBMXV01.6N18	small car	5	23	30	26	6	No	340
MINI John Cooper Works Paceman	1.6	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GBMXV01.6N18	small car	6	23	30	26	6	No	340
MITSUBISHI Lancer	2	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GMTXV02.4GEX	small car	5	24	34	28	7	No	318
MITSUBISHI Lancer	2	4	Man-5	2WD	Gasoline	CA	L2	California LEV-II LEV	GMTXV02.4GEX	small car	5	24	34	28	7	No	318
MITSUBISHI Lancer	2	4	SCV-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GMTXV02.0G5P	small car	7	27	35	30	7	Yes	293
MITSUBISHI Lancer	2	4	SCV-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	GMTXV02.0G5P	small car	7	27	35	30	7	Yes	293
MITSUBISHI Lancer	2	4	SCV-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GMTXV02.4GEX	small car	5	27	35	30	7	No	293
MITSUBISHI Lancer	2	4	SCV-6	2WD	Gasoline	CA	L2	California LEV-II LEV	GMTXV02.4GEX	small car	5	27	35	30	7	No	293
MITSUBISHI Lancer	2.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GMTXV02.4GEX	small car	5	22	31	25	6	No	349
MITSUBISHI Lancer	2.4	4	Man-5	2WD	Gasoline	CA	L2	California LEV-II LEV	GMTXV02.4GEX	small car	5	22	31	25	6	No	349
MITSUBISHI Lancer	2.4	4	SCV-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GMTXV02.4GEX	small car	5	24	31	27	6	No	328
MITSUBISHI Lancer	2.4	4	SCV-6	2WD	Gasoline	CA	L2	California LEV-II LEV	GMTXV02.4GEX	small car	5	24	31	27	6	No	328
MITSUBISHI Lancer	2.4	4	SCV-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GMTXV02.4GEX	small car	5	23	31	26	6	No	333
MITSUBISHI Lancer	2.4	4	SCV-6	4WD	Gasoline	CA	L2	California LEV-II LEV	GMTXV02.4GEX	small car	5	23	31	26	6	No	333
MITSUBISHI Outlander	2.4	4	SCV-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GMTXT02.4G5Y	small SUV	7	25	31	27	6	No	318
MITSUBISHI Outlander	2.4	4	SCV-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	GMTXT02.4G5Y	small SUV	7	25	31	27	6	No	318
MITSUBISHI Outlander	2.4	4	SCV-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GMTXT02.4GEW	small SUV	5	25	31	27	6	No	318
MITSUBISHI Outlander	2.4	4	SCV-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GMTXT02.4GEW	small SUV	5	25	31	27	6	No	318
MITSUBISHI Outlander	2.4	4	SCV-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GMTXT02.4G5Y	small SUV	7	24	29	26	6	No	330
MITSUBISHI Outlander	2.4	4	SCV-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	GMTXT02.4G5Y	small SUV	7	24	29	26	6	No	330
MITSUBISHI Outlander	2.4	4	SCV-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GMTXT02.4GEY	small SUV	5	24	29	26	6	No	330
MITSUBISHI Outlander	2.4	4	SCV-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GMTXT02.4GEY	small SUV	5	24	29	26	6	No	330
MITSUBISHI Outlander	3	6	SemiAuto-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GMTXT03.0G5P	small SUV	7	20	27	23	5	No	388
MITSUBISHI Outlander	3	6	SemiAuto-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	GMTXT03.0G5P	small SUV	7	20	27	23	5	No	388
MITSUBISHI Outlander Sport	2	4	Man-5	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GMTXT02.4G5P	small SUV	7	23	29	25	6	No	345
MITSUBISHI Outlander Sport	2	4	Man-5	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	GMTXT02.4G5P	small SUV	7	23	29	25	6	No	345
MITSUBISHI Outlander Sport	2	4	SCV-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GMTXT02.4G5P	small SUV	7	24	31	27	6	No	325
MITSUBISHI Outlander Sport	2	4	SCV-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	GMTXT02.4G5P	small SUV	7	24	31	27	6	No	325
MITSUBISHI Outlander Sport	2	4	SCV-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GMTXT02.4G5P	small SUV	7	23	29	26	6	No	340
MITSUBISHI Outlander Sport	2	4	SCV-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	GMTXT02.4G5P	small SUV	7	23	29	26	6	No	340
MITSUBISHI Outlander Sport	2.4	4	SCV-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GMTXT02.4G5P	small SUV	7	23	28	25	6	No	353
MITSUBISHI Outlander Sport	2.4	4	SCV-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	GMTXT02.4G5P	small SUV	7	23	28	25	6	No	353
MITSUBISHI Outlander Sport	2.4	4	SCV-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GMTXT02.4G5P	small SUV	7	22	27	24	5	No	359
MITSUBISHI Outlander Sport	2.4	4	SCV-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	GMTXT02.4G5P	small SUV	7	22	27	24	5	No	359
MITSUBISHI i-MiEV	N/A	N/A	Auto-1	2WD	Electricity	FA	B1	Federal Tier 2 Bin 1	GMTXV00.0EAT	small car	10	126	99	112	10	Elite	0
MITSUBISHI i-MiEV	N/A	N/A	Auto-1	2WD	Electricity	CA	ZEV	California ZEV	GMTXV00.0EAT	small car	10	126	99	112	10	Elite	0
McLAREN 570S Coupe	3.8	8	Auto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GMLNV03.8MA1	small car	5	16	23	19	4	No	481
McLAREN 570S Coupe	3.8	8	Auto-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GMLNV03.8MA1	small car	5	16	23	19	4	No	481
McLAREN 650S Coupe	3.8	8	Auto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GMLNV03.8MA1	small car	5	16	22	18	4	No	499
McLAREN 650S Coupe	3.8	8	Auto-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GMLNV03.8MA1	small car	5	16	22	18	4	No	499
McLAREN 650S Spider	3.8	8	Auto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GMLNV03.8MA1	small car	5	16	22	18	4	No	499
McLAREN 650S Spider	3.8	8	Auto-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GMLNV03.8MA1	small car	5	16	22	18	4	No	499
McLAREN 675LT Coupe	3.8	8	Auto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GMLNV03.8MA1	small car	5	16	22	18	4	No	499
McLAREN 675LT Coupe	3.8	8	Auto-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GMLNV03.8MA1	small car	5	16	22	18	4	No	499
NISSAN 370Z	3.7	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV03.7GAA	small car	5	18	26	21	5	No	432
NISSAN 370Z	3.7	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV03.7GAA	small car	6	18	26	21	5	No	432
NISSAN 370Z	3.7	6	SemiAuto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV03.7GAA	small car	5	19	26	21	5	No	416
NISSAN 370Z	3.7	6	SemiAuto-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV03.7GAA	small car	6	19	26	21	5	No	416
NISSAN 370Z Roadster	3.7	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV03.7GAA	small car	5	17	24	20	4	No	445
NISSAN 370Z Roadster	3.7	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV03.7GAA	small car	6	17	24	20	4	No	445
NISSAN 370Z Roadster	3.7	6	SemiAuto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV03.7GAA	small car	5	18	25	21	5	No	433
NISSAN 370Z Roadster	3.7	6	SemiAuto-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV03.7GAA	small car	6	18	25	21	5	No	433
NISSAN Altima	2.5	4	CVT	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	GNSXV02.535A	midsize car	8	27	39	31	7	Yes	287
NISSAN Altima	2.5	4	CVT	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV02.5G5A	midsize car	5	27	39	31	7	No	287
NISSAN Altima	2.5	4	CVT	2WD	Gasoline	CA	L2	California LEV-II LEV	GNSXV02.5G5A	midsize car	5	27	39	31	7	No	287
NISSAN Altima	3.5	6	SCV-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GNSXV03.5G7A	midsize car	6	22	32	26	6	No	349
NISSAN Altima	3.5	6	SCV-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	GNSXV03.5G7A	midsize car	6	22	32	26	6	No	349
NISSAN Altima SR	2.5	4	SCV-7	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	GNSXV02.535A	midsize car	8	26	37	30	7	Yes	296
NISSAN Altima SR	2.5	4	SCV-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV02.5G5A	midsize car	5	26	37	30	7	No	296
NISSAN Altima SR	2.5	4	SCV-7	2WD	Gasoline	CA	L2	California LEV-II LEV	GNSXV02.5G5A	midsize car	5	26	37	30	7	No	296
NISSAN Frontier	2.5	4	Auto-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT02.5G5A	pickup	5	17	23	19	4	No	462
NISSAN Frontier	2.5	4	Auto-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXT02.5G5A	pickup	6	17	23	19	4	No	462
NISSAN Frontier	2.5	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT02.5G5A	pickup	5	19	23	21	5	No	426
NISSAN Frontier	2.5	4	Man-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXT02.5G5A	pickup	6	19	23	21	5	No	426
NISSAN Frontier	4	6	Auto-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT04.0G6A	pickup	5	16	22	18	4	No	484
NISSAN Frontier	4	6	Auto-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXT04.0G6A	pickup	6	16	22	18	4	No	484
NISSAN Frontier	4	6	Auto-5	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT04.0G6A	pickup	5	15	21	17	3	No	515
NISSAN Frontier	4	6	Auto-5	4WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXT04.0G6A	pickup	6	15	21	17	3	No	515
NISSAN Frontier	4	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT04.0G6A	pickup	5	17	22	19	4	No	479
NISSAN Frontier	4	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXT04.0G6A	pickup	6	17	22	19	4	No	479
NISSAN Frontier	4	6	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT04.0G6A	pickup	5	16	21	18	4	No	495
NISSAN Frontier	4	6	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXT04.0G6A	pickup	6	16	21	18	4	No	495
NISSAN GT-R	3.8	6	AutoMan-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV03.8GBA	small car	5	16	22	19	4	No	474
NISSAN GT-R	3.8	6	AutoMan-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV03.8GBA	small car	6	16	22	19	4	No	474
NISSAN Juke	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV01.6GDA	station wagon	5	28	34	30	7	No	295
NISSAN Juke	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV01.6GDA	station wagon	6	28	34	30	7	Yes	295
NISSAN Juke	1.6	4	SCV-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV01.6GDA	station wagon	5	28	32	30	7	No	301
NISSAN Juke	1.6	4	SCV-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV01.6GDA	station wagon	6	28	32	30	7	Yes	301
NISSAN Juke	1.6	4	SCV-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV01.6GDA	station wagon	5	26	31	28	7	No	318
NISSAN Juke	1.6	4	SCV-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV01.6GDA	station wagon	6	26	31	28	7	Yes	318
NISSAN Juke Nismo RS	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV01.6GDB	station wagon	5	25	31	27	6	No	329
NISSAN Juke Nismo RS	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV01.6GDB	station wagon	6	25	31	27	6	No	329
NISSAN Juke Nismo RS	1.6	4	SCV-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV01.6GDB	station wagon	5	25	29	27	6	No	334
NISSAN Juke Nismo RS	1.6	4	SCV-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV01.6GDB	station wagon	6	25	29	27	6	No	334
NISSAN Leaf	N/A	N/A	Auto-1	2WD	Electricity	FA	B1	Federal Tier 2 Bin 1	GNSXV0000LLA	midsize car	10	126	101	114	10	Elite	0
NISSAN Leaf	N/A	N/A	Auto-1	2WD	Electricity	CA	ZEV	California ZEV	GNSXV0000LLA	midsize car	10	126	101	114	10	Elite	0
NISSAN Leaf	N/A	N/A	Auto-1	2WD	Electricity	FA	B1	Federal Tier 2 Bin 1	GNSXV0000LLB	midsize car	10	124	101	112	10	Elite	0
NISSAN Leaf	N/A	N/A	Auto-1	2WD	Electricity	CA	ZEV	California ZEV	GNSXV0000LLB	midsize car	10	124	101	112	10	Elite	0
NISSAN Maxima	3.5	6	SCV-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV03.5G7B	midsize car	5	22	30	25	6	No	360
NISSAN Maxima	3.5	6	SCV-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GNSXV03.5G7B	midsize car	6	22	30	25	6	No	360
NISSAN Murano	3.5	6	SCV-7	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GNSXV03.5G7C	station wagon	7	21	28	24	5	No	372
NISSAN Murano	3.5	6	SCV-7	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	GNSXV03.5G7C	station wagon	7	21	28	24	5	No	372
NISSAN Murano	3.5	6	SCV-7	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GNSXV03.5G7C	station wagon	7	21	28	24	5	No	376
NISSAN Murano	3.5	6	SCV-7	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	GNSXV03.5G7C	station wagon	7	21	28	24	5	No	376
NISSAN Murano Hybrid	2.5	4	SCV-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV02.5GFA	station wagon	5	28	31	29	7	No	307
NISSAN Murano Hybrid	2.5	4	SCV-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV02.5GFA	station wagon	6	28	31	29	7	Yes	307
NISSAN Murano Hybrid	2.5	4	SCV-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV02.5GFA	station wagon	5	26	30	28	7	No	323
NISSAN Murano Hybrid	2.5	4	SCV-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV02.5GFA	station wagon	6	26	30	28	7	Yes	323
NISSAN NV200	2	4	CVT	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT02.0G2A	special purpose	5	24	26	25	6	No	353
NISSAN NV200	2	4	CVT	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXT02.0G2A	special purpose	6	24	26	25	6	No	353
NISSAN NV200	2	4	CVT	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV02.0G2A	special purpose	5	23	26	24	5	No	363
NISSAN NV200	2	4	CVT	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV02.0G2A	special purpose	6	23	26	24	5	No	363
NISSAN Pathfinder	3.5	6	CVT	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT03.5G7A	small SUV	5	20	27	23	5	No	388
NISSAN Pathfinder	3.5	6	CVT	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GNSXT03.5G7A	small SUV	6	20	27	23	5	No	388
NISSAN Pathfinder	3.5	6	CVT	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT03.5G7A	small SUV	5	19	26	22	5	No	404
NISSAN Pathfinder	3.5	6	CVT	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GNSXT03.5G7A	small SUV	6	19	26	22	5	No	404
NISSAN Pathfinder 4WD Platinum	3.5	6	CVT	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT03.5G7B	small SUV	5	19	26	21	5	No	423
NISSAN Pathfinder 4WD Platinum	3.5	6	CVT	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GNSXT03.5G7B	small SUV	6	19	26	21	5	No	423
NISSAN Quest	3.5	6	CVT	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT03.5G7A	minivan	5	20	27	23	5	No	395
NISSAN Quest	3.5	6	CVT	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GNSXT03.5G7A	minivan	6	20	27	23	5	No	395
NISSAN Rogue	2.5	4	CVT	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GNSXT02.525A	small SUV	7	26	33	28	7	Yes	318
NISSAN Rogue	2.5	4	CVT	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT02.5G5D	small SUV	5	26	33	28	7	No	318
NISSAN Rogue	2.5	4	CVT	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXT02.5G5D	small SUV	6	26	33	28	7	Yes	318
NISSAN Rogue	2.5	4	CVT	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GNSXT02.525A	small SUV	7	25	32	28	7	Yes	322
NISSAN Rogue	2.5	4	CVT	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT02.5G5B	small SUV	5	25	32	28	7	No	322
NISSAN Rogue	2.5	4	CVT	4WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXT02.5G5B	small SUV	6	25	32	28	7	Yes	322
NISSAN Sentra	1.8	4	CVT	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	GNSXV01.831A	midsize car	8	29	38	32	8	Yes	278
NISSAN Sentra	1.8	4	CVT	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV01.8G1A	midsize car	5	29	38	32	8	Yes	278
NISSAN Sentra	1.8	4	CVT	2WD	Gasoline	CA	L2	California LEV-II LEV	GNSXV01.8G1A	midsize car	5	29	38	32	8	Yes	278
NISSAN Sentra	1.8	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV01.8G1A	midsize car	5	27	36	30	7	No	294
NISSAN Sentra	1.8	4	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	GNSXV01.8G1A	midsize car	5	27	36	30	7	No	294
NISSAN Sentra FE+	1.8	4	CVT	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV01.8G1A	midsize car	5	30	40	34	8	Yes	263
